50000041Williams            Alex           19951005FCSCI20241211 3.39alex.williams41@student.mcc.edu         
50000042Miller              Harper         19900204MPSYC20240315 2.86harper.miller42@student.mcc.edu         
50000043Lopez               Cameron        19881029FCSCI20231002 2.34cameron.lopez43@student.mcc.edu         
50000044Clark               Taylor         19981013FACCT20250406 2.88taylor.clark44@student.mcc.edu          
50000045Smith               Taylor         20000203FMATH20240103 2.59taylor.smith45@student.mcc.edu          
50000046Anderson            Avery          20030827FHIST20250507 3.27avery.anderson46@student.mcc.edu        
50000047Moore               Jamie          20020923FBUSN20241109 2.24jamie.moore47@student.mcc.edu           
50000048Martin              Quinn          20010706XCHEM20230112 3.21quinn.martin48@student.mcc.edu          
50000049Johnson             Logan          19981022FARTS20250720 3.69logan.johnson49@student.mcc.edu         
50000050Martinez            Sophia         20070523MHIST20250317 3.81sophia.martinez50@student.mcc.edu       
50000051Harris              Mia            20040724FPHYS20240926 2.25mia.harris51@student.mcc.edu            
50000052Robinson            Ava            19980514XBIOL20240109 2.27ava.robinson52@student.mcc.edu          
50000053Davis               Taylor         19910827XCOMM20250101 2.23taylor.davis53@student.mcc.edu          
50000054White               Alex           20030607XCSCI20240829 3.27alex.white54@student.mcc.edu            
50000055Harris              Skyler         19971220XCHEM20250308 2.36skyler.harris55@student.mcc.edu         
50000056Sanchez             Adrien         19850320FCSCI20230116 2.34adrien.sanchez56@student.mcc.edu        
50000057Garcia              Mia            19960714MACCT20240808 3.71mia.garcia57@student.mcc.edu            
50000058Harris              Skyler         19910907MARTS20231012 2.48skyler.harris58@student.mcc.edu         
50000059Ramirez             Sam            20070801MCSCI20250524 2.98sam.ramirez59@student.mcc.edu           
50000060Taylor              Liam           19970720FBIOL20250722 2.93liam.taylor60@student.mcc.edu           
50000061Moore               Mason          20010426XMATH20231128 3.42mason.moore61@student.mcc.edu           
50000062Jackson             Sophia         19910226FPSYC20230614 2.70sophia.jackson62@student.mcc.edu        
50000063Martinez            Adrien         20000212FCSCI20240830 3.42adrien.martinez63@student.mcc.edu       
50000064Thompson            Alex           19900215MPHYS20230820 2.26alex.thompson64@student.mcc.edu         
50000065Thomas              Mason          19940818MPHYS20240511 2.30mason.thomas65@student.mcc.edu          
50000066Perez               Parker         20050625XPSYC20230828 3.45parker.perez66@student.mcc.edu          
50000067Martinez            Taylor         19900113XACCT20230714 3.23taylor.martinez67@student.mcc.edu       
50000068Clark               Mason          19980930XENGL20250626 3.24mason.clark68@student.mcc.edu           
50000069Johnson             Alex           19900925MCSCI20241114 2.04alex.johnson69@student.mcc.edu          
50000070Martin              Harper         20000331FHIST20241104 2.32harper.martin70@student.mcc.edu         
50000071Martin              Skyler         19860721MPSYC20250611 2.88skyler.martin71@student.mcc.edu         
50000072Lewis               Taylor         19960903MACCT20230417 3.90taylor.lewis72@student.mcc.edu          
50000073Hernandez           Mason          20031101MCOMM20230302 2.61mason.hernandez73@student.mcc.edu       
50000074Sanchez             Rowan          19890405XPSYC20230115 3.49rowan.sanchez74@student.mcc.edu         
50000075Wilson              Sophia         20020225MCSCI20230223 3.74sophia.wilson75@student.mcc.edu         
50000076Brown               Logan          19950607MCHEM20230604 2.31logan.brown76@student.mcc.edu           
50000077Taylor              Olivia         20040825FHIST20250611 2.00olivia.taylor77@student.mcc.edu         
50000078Anderson            Noah           20031112FENGL20240101 2.99noah.anderson78@student.mcc.edu         
50000079Thomas              Harper         19920331FENGL20240322 3.50harper.thomas79@student.mcc.edu         
50000080Johnson             Harper         20070117MENGL20230423 2.56harper.johnson80@student.mcc.edu        
50000081Sanchez             Quinn          19850919XMATH20250818 3.00quinn.sanchez81@student.mcc.edu         
50000082Williams            Logan          19871226FARTS20240203 3.40logan.williams82@student.mcc.edu        
50000083Anderson            Alex           20021231XHIST20250306 3.95alex.anderson83@student.mcc.edu         
50000084Rodriguez           Liam           19941124FHIST20250610 3.79liam.rodriguez84@student.mcc.edu        
50000085Anderson            Olivia         20060729XMATH20240929 3.23olivia.anderson85@student.mcc.edu       
50000086Ramirez             Emma           19850520FHIST20240109 3.77emma.ramirez86@student.mcc.edu          
50000087Harris              Sophia         19891230XACCT20230429 3.59sophia.harris87@student.mcc.edu         
50000088Miller              Mia            19860721FCSCI20240630 3.50mia.miller88@student.mcc.edu            
50000089Clark               Jamie          19920810FPHYS20230617 2.45jamie.clark89@student.mcc.edu           
50000090Jackson             Riley          20070326MHIST20250802 2.04riley.jackson90@student.mcc.edu         
50000091Smith               Logan          20010830XHIST20230705 3.26logan.smith91@student.mcc.edu           
50000092Jackson             Parker         20011101XCSCI20230406 3.99parker.jackson92@student.mcc.edu        
50000093White               Reese          19970615FCSCI20250513 2.61reese.white93@student.mcc.edu           
50000094Martin              Noah           20011106FHIST20240524 3.88noah.martin94@student.mcc.edu           
50000095Garcia              Taylor         19890906MCSCI20231013 2.60taylor.garcia95@student.mcc.edu         
50000096Miller              Cameron        19930104MARTS20241002 3.42cameron.miller96@student.mcc.edu        
50000097Lee                 Avery          19970210MMATH20240922 3.63avery.lee97@student.mcc.edu             
50000098Sanchez             Alex           19961112FHIST20231121 3.08alex.sanchez98@student.mcc.edu          
50000099Lee                 Ethan          19970916FCOMM20230429 2.31ethan.lee99@student.mcc.edu             
50000100White               Mia            19850815XBIOL20241029 2.33mia.white0@student.mcc.edu              
50000101Lewis               Olivia         19900627XMATH20240620 3.56olivia.lewis1@student.mcc.edu           
50000102Williams            Adrien         19950807FHIST20250515 3.73adrien.williams2@student.mcc.edu        
50000103Moore               Evan           19930806XACCT20250117 3.94evan.moore3@student.mcc.edu             
50000104Rodriguez           Cameron        19940423FPSYC20230217 2.01cameron.rodriguez4@student.mcc.edu      
50000105Lopez               Avery          20000627MCHEM20250707 3.60avery.lopez5@student.mcc.edu            
50000106Sanchez             Jordan         19960915MARTS20231127 3.55jordan.sanchez6@student.mcc.edu         
50000107Wilson              Liam           19910226FENGL20240730 3.34liam.wilson7@student.mcc.edu            
50000108Gonzalez            Riley          19880703MENGL20240229 2.74riley.gonzalez8@student.mcc.edu         
50000109Miller              Emma           19981008FPHYS20250412 3.15emma.miller9@student.mcc.edu            
50000110Garcia              Taylor         20020315MBIOL20230623 3.99taylor.garcia10@student.mcc.edu         
50000111Ramirez             Evan           19850613XARTS20230728 3.02evan.ramirez11@student.mcc.edu          
50000112Anderson            Reese          20040514XCSCI20240623 2.82reese.anderson12@student.mcc.edu        
50000113Clark               Adrien         19861117FACCT20230422 2.04adrien.clark13@student.mcc.edu          
50000114Sanchez             Rowan          20030218XBIOL20230222 2.54rowan.sanchez14@student.mcc.edu         
50000115Rodriguez           Morgan         19900313FARTS20230105 2.12morgan.rodriguez15@student.mcc.edu      
50000116White               Quinn          19930520XBIOL20241023 2.55quinn.white16@student.mcc.edu           
50000117Martin              Alex           19970122MMATH20240928 2.87alex.martin17@student.mcc.edu           
50000118Gonzalez            Noah           19870101MHIST20230907 3.41noah.gonzalez18@student.mcc.edu         
50000119Robinson            Noah           19920915MENGL20240429 2.40noah.robinson19@student.mcc.edu         
50000120Taylor              Riley          19890301FBIOL20241129 3.22riley.taylor20@student.mcc.edu          
50000121Miller              Quinn          19921011MBUSN20250720 2.61quinn.miller21@student.mcc.edu          
50000122Miller              Riley          20040829XHIST20240726 2.12riley.miller22@student.mcc.edu          
50000123Johnson             Quinn          19890221XCHEM20230511 2.07quinn.johnson23@student.mcc.edu         
50000124Jackson             Evan           20010414MACCT20231123 3.69evan.jackson24@student.mcc.edu          
50000125Rodriguez           Rowan          20070816FPHYS20240302 3.41rowan.rodriguez25@student.mcc.edu       
50000126Miller              Mason          20060527FACCT20250721 3.36mason.miller26@student.mcc.edu          
50000127Robinson            Cameron        20010710MENGL20240729 2.30cameron.robinson27@student.mcc.edu      
50000128Wilson              Skyler         19901027XCOMM20250606 2.91skyler.wilson28@student.mcc.edu         
50000129Robinson            Jamie          19870102XACCT20241107 2.72jamie.robinson29@student.mcc.edu        
50000130Perez               Riley          19910612MPHYS20230723 2.61riley.perez30@student.mcc.edu           
50000131Brown               Quinn          19920317FARTS20250815 2.68quinn.brown31@student.mcc.edu           
50000132Wilson              Drew           20000629XCHEM20230607 2.40drew.wilson32@student.mcc.edu           
50000133Johnson             Isabella       20020506FHIST20230731 3.00isabella.johnson33@student.mcc.edu      
50000134Robinson            Olivia         19911204XCSCI20240803 2.40olivia.robinson34@student.mcc.edu       
50000135Brown               Harper         19930830MCHEM20230417 3.18harper.brown35@student.mcc.edu          
50000136Anderson            Casey          20020418MARTS20250708 2.83casey.anderson36@student.mcc.edu        
50000137Thompson            Logan          19920219MENGL20230804 2.84logan.thompson37@student.mcc.edu        
50000138Williams            Jordan         20010112FCOMM20241204 2.74jordan.williams38@student.mcc.edu       
50000139Taylor              Sophia         19911205FENGL20240404 3.87sophia.taylor39@student.mcc.edu         
50000140Rodriguez           Liam           20001124XACCT20250217 3.30liam.rodriguez40@student.mcc.edu        
50000141Clark               Ethan          19851219MCHEM20240518 2.85ethan.clark41@student.mcc.edu           
50000142Martinez            Evan           19920301XBUSN20230901 2.53evan.martinez42@student.mcc.edu         
50000143Gonzalez            Skyler         20011002MACCT20250111 2.64skyler.gonzalez43@student.mcc.edu       
50000144Miller              Mason          19911127MCHEM20240924 3.07mason.miller44@student.mcc.edu          
50000145Miller              Drew           19921109XENGL20230722 3.81drew.miller45@student.mcc.edu           
50000146Rodriguez           Mason          20041108XPHYS20231214 3.49mason.rodriguez46@student.mcc.edu       
50000147Jones               Mason          19990609XHIST20240219 2.26mason.jones47@student.mcc.edu           
50000148White               Evan           20011120FBUSN20240625 2.53evan.white48@student.mcc.edu            
50000149Smith               Riley          19900717MACCT20230723 2.18riley.smith49@student.mcc.edu           
50000150Rodriguez           Skyler         20020527XCHEM20250417 3.68skyler.rodriguez50@student.mcc.edu      
50000151Lee                 Olivia         19900119XBUSN20231225 3.01olivia.lee51@student.mcc.edu            
50000152Jackson             Emma           19930727XARTS20240718 2.34emma.jackson52@student.mcc.edu          
50000153Ramirez             Noah           19940310MACCT20240606 3.75noah.ramirez53@student.mcc.edu          
50000154Clark               Jordan         20041004XARTS20250819 2.27jordan.clark54@student.mcc.edu          
50000155Moore               Casey          19930920MCSCI20250708 3.41casey.moore55@student.mcc.edu           
50000156Wilson              Quinn          19970409FPSYC20230317 3.47quinn.wilson56@student.mcc.edu          
50000157Thompson            Morgan         20000606FCHEM20240812 2.39morgan.thompson57@student.mcc.edu       
50000158Harris              Mason          20030211FCSCI20250626 2.55mason.harris58@student.mcc.edu          
50000159Hernandez           Quinn          20000307FENGL20240218 2.38quinn.hernandez59@student.mcc.edu       
50000160Thompson            Mia            19990131MCOMM20250211 3.03mia.thompson60@student.mcc.edu          
50000161Harris              Rowan          19920122XACCT20230813 2.61rowan.harris61@student.mcc.edu          
50000162Anderson            Avery          19980818XMATH20230807 2.00avery.anderson62@student.mcc.edu        
50000163Smith               Taylor         20001119FPSYC20250304 3.70taylor.smith63@student.mcc.edu          
50000164Robinson            Drew           20071219MCOMM20230821 3.28drew.robinson64@student.mcc.edu         
50000165Moore               Jamie          19900415FBUSN20241116 3.02jamie.moore65@student.mcc.edu           
50000166Lewis               Ava            19980725MBIOL20231211 2.56ava.lewis66@student.mcc.edu             
50000167White               Ethan          20031024FARTS20250205 2.01ethan.white67@student.mcc.edu           
50000168Martinez            Sam            19910331FBUSN20240729 2.89sam.martinez68@student.mcc.edu          
50000169Lewis               Emma           19990113MHIST20240911 3.61emma.lewis69@student.mcc.edu            
50000170Davis               Emma           19990306MPSYC20240701 2.66emma.davis70@student.mcc.edu            
50000171Jones               Mason          19890401XBUSN20230705 2.81mason.jones71@student.mcc.edu           
50000172Martin              Avery          20051207FENGL20240302 2.42avery.martin72@student.mcc.edu          
50000173Miller              Evan           20060615MPHYS20240424 2.86evan.miller73@student.mcc.edu           
50000174Sanchez             Jamie          19961204MBIOL20230813 2.32jamie.sanchez74@student.mcc.edu         
50000175Jones               Cameron        20060331FACCT20240827 2.18cameron.jones75@student.mcc.edu         
50000176Sanchez             Liam           20030208FPSYC20250404 3.22liam.sanchez76@student.mcc.edu          
50000177Ramirez             Riley          19870312XACCT20230606 2.60riley.ramirez77@student.mcc.edu         
50000178Williams            Skyler         20060125XHIST20241202 3.54skyler.williams78@student.mcc.edu       
50000179Anderson            Rowan          20060929FBIOL20231009 2.21rowan.anderson79@student.mcc.edu        
50000180Rodriguez           Alex           19870709MHIST20240402 2.06alex.rodriguez80@student.mcc.edu        
50000181Jones               Olivia         19970220MPHYS20250119 2.18olivia.jones81@student.mcc.edu          
50000182Thompson            Mason          20040527FHIST20231001 2.79mason.thompson82@student.mcc.edu        
50000183Martin              Olivia         19930807MACCT20230514 2.91olivia.martin83@student.mcc.edu         
50000184Williams            Taylor         19900510XHIST20250120 3.85taylor.williams84@student.mcc.edu       
50000185Clark               Sam            20050925FENGL20250809 2.84sam.clark85@student.mcc.edu             
50000186Lee                 Taylor         20010614MCSCI20240405 3.07taylor.lee86@student.mcc.edu            
50000187Gonzalez            Liam           19880928XCOMM20250129 2.55liam.gonzalez87@student.mcc.edu         
50000188Harris              Sophia         19900505MCOMM20240919 2.63sophia.harris88@student.mcc.edu         
50000189Martinez            Parker         20060913FENGL20230319 3.30parker.martinez89@student.mcc.edu       
50000190Harris              Cameron        19941124MACCT20250411 3.85cameron.harris90@student.mcc.edu        
50000191Robinson            Liam           20030918MBIOL20241112 2.47liam.robinson91@student.mcc.edu         
50000192Johnson             Avery          20011008FARTS20240501 3.19avery.johnson92@student.mcc.edu         
50000193Jackson             Mason          20071004FCOMM20230430 2.63mason.jackson93@student.mcc.edu         
50000194Rodriguez           Liam           20001106MMATH20241031 3.89liam.rodriguez94@student.mcc.edu        
50000195Miller              Parker         20000824XCSCI20230330 3.86parker.miller95@student.mcc.edu         
50000196Perez               Parker         20010207FBIOL20230501 2.69parker.perez96@student.mcc.edu          
50000197Perez               Ava            19980222XACCT20240517 3.97ava.perez97@student.mcc.edu             
50000198Rodriguez           Evan           19880818MBIOL20230307 3.95evan.rodriguez98@student.mcc.edu        
50000199Davis               Avery          19890925MACCT20250505 2.11avery.davis99@student.mcc.edu           
50000201CatchmE             ifyoucan       00000000     00000000 0.00                                        
50000202Grimwood            Derald         19570313MCSI 00000000 0.00                                        
50000203                                   00000000     00000000 0.00                                        
50000204                                   00000000     00000000 0.00                                        
50000205                                   00000000     00000000 0.00                                        
50000206                                   00000000     00000000 0.00                                        
50000207                                   00000000     00000000 0.00                                        
50000208                                   00000000     00000000 0.00                                        
50000209                                   00000000     00000000 0.00                                        
50000210                                   00000000     00000000 0.00                                        
50000211                                   00000000     00000000 0.00                                        
50000212                                   00000000     00000000 0.00                                        
50000213                                   00000000     00000000 0.00                                        
50000214                                   00000000     00000000 0.00                                        
50000215                                   00000000     00000000 0.00                                        
50000216                                   00000000     00000000 0.00                                        
50000217                                   00000000     00000000 0.00                                        
50000218                                   00000000     00000000 0.00                                        
50000219                                   00000000     00000000 0.00                                        
50000220                                   00000000     00000000 0.00                                        
50000221                                   00000000     00000000 0.00                                        
50000222                                   00000000     00000000 0.00                                        
50000223                                   00000000     00000000 0.00                                        
50000224                                   00000000     00000000 0.00                                        
50000225                                   00000000     00000000 0.00                                        
50000226                                   00000000     00000000 0.00                                        
50000227                                   00000000     00000000 0.00                                        
50000228                                   00000000     00000000 0.00                                        
50000229                                   00000000     00000000 0.00                                        
50000230                                   00000000     00000000 0.00                                        
50000231                                   00000000     00000000 0.00                                        
50000232                                   00000000     00000000 0.00                                        
50000233                                   00000000     00000000 0.00                                        
50000234                                   00000000     00000000 0.00                                        
50000235                                   00000000     00000000 0.00                                        
50000236                                   00000000     00000000 0.00                                        
50000237                                   00000000     00000000 0.00                                        
50000238                                   00000000     00000000 0.00                                        
50000239                                   00000000     00000000 0.00                                        
50000240                                   00000000     00000000 0.00                                        
50000241                                   00000000     00000000 0.00                                        
50000242                                   00000000     00000000 0.00                                        
50000243                                   00000000     00000000 0.00                                        
50000244                                   00000000     00000000 0.00                                        
50000245                                   00000000     00000000 0.00                                        
50000246                                   00000000     00000000 0.00                                        
50000247                                   00000000     00000000 0.00                                        
50000248                                   00000000     00000000 0.00                                        
50000249                                   00000000     00000000 0.00                                        
50000250                                   00000000     00000000 0.00                                        
50000251                                   00000000     00000000 0.00                                        
50000252                                   00000000     00000000 0.00                                        
50000253                                   00000000     00000000 0.00                                        
50000254                                   00000000     00000000 0.00                                        
50000255                                   00000000     00000000 0.00                                        
50000256                                   00000000     00000000 0.00                                        
50000257                                   00000000     00000000 0.00                                        
50000258                                   00000000     00000000 0.00                                        
50000259                                   00000000     00000000 0.00                                        
50000260                                   00000000     00000000 0.00                                        
50000261                                   00000000     00000000 0.00                                        
50000262                                   00000000     00000000 0.00                                        
50000263                                   00000000     00000000 0.00                                        
50000264                                   00000000     00000000 0.00                                        
50000265                                   00000000     00000000 0.00                                        
50000266                                   00000000     00000000 0.00                                        
50000267                                   00000000     00000000 0.00                                        
50000268                                   00000000     00000000 0.00                                        
50000269                                   00000000     00000000 0.00                                        
50000270                                   00000000     00000000 0.00                                        
50000271                                   00000000     00000000 0.00                                        
50000272                                   00000000     00000000 0.00                                        
50000273                                   00000000     00000000 0.00                                        
50000274                                   00000000     00000000 0.00                                        
50000275                                   00000000     00000000 0.00                                        
50000276                                   00000000     00000000 0.00                                        
50000277                                   00000000     00000000 0.00                                        
50000278                                   00000000     00000000 0.00                                        
50000279                                   00000000     00000000 0.00                                        
50000280                                   00000000     00000000 0.00                                        
50000281                                   00000000     00000000 0.00                                        
50000282                                   00000000     00000000 0.00                                        
50000283                                   00000000     00000000 0.00                                        
50000284                                   00000000     00000000 0.00                                        
50000285                                   00000000     00000000 0.00                                        
50000286                                   00000000     00000000 0.00                                        
50000287                                   00000000     00000000 0.00                                        
50000288                                   00000000     00000000 0.00                                        
50000289                                   00000000     00000000 0.00                                        
50000290                                   00000000     00000000 0.00                                        
50000291                                   00000000     00000000 0.00                                        
50000292                                   00000000     00000000 0.00                                        
50000293                                   00000000     00000000 0.00                                        
50000294                                   00000000     00000000 0.00                                        
50000295                                   00000000     00000000 0.00                                        
50000296                                   00000000     00000000 0.00                                        
50000297                                   00000000     00000000 0.00                                        
50000298                                   00000000     00000000 0.00                                        
50000299                                   00000000     00000000 0.00                                        
50000300                                   00000000     00000000 0.00                                        
50000301                                   00000000     00000000 0.00                                        
50000302                                   00000000     00000000 0.00                                        
50000303                                   00000000     00000000 0.00                                        
50000304                                   00000000     00000000 0.00                                        
50000305                                   00000000     00000000 0.00                                        
50000306                                   00000000     00000000 0.00                                        
50000307                                   00000000     00000000 0.00                                        
50000308                                   00000000     00000000 0.00                                        
50000309                                   00000000     00000000 0.00                                        
50000310                                   00000000     00000000 0.00                                        
50000311                                   00000000     00000000 0.00                                        
50000312                                   00000000     00000000 0.00                                        
50000313                                   00000000     00000000 0.00                                        
50000314                                   00000000     00000000 0.00                                        
50000315                                   00000000     00000000 0.00                                        
50000316                                   00000000     00000000 0.00                                        
50000317                                   00000000     00000000 0.00                                        
50000318                                   00000000     00000000 0.00                                        
50000319                                   00000000     00000000 0.00                                        
50000320                                   00000000     00000000 0.00                                        
50000321                                   00000000     00000000 0.00                                        
50000322                                   00000000     00000000 0.00                                        
50000323                                   00000000     00000000 0.00                                        
50000324                                   00000000     00000000 0.00                                        
50000325                                   00000000     00000000 0.00                                        
50000326                                   00000000     00000000 0.00                                        
50000327                                   00000000     00000000 0.00                                        
50000328                                   00000000     00000000 0.00                                        
50000329                                   00000000     00000000 0.00                                        
50000330                                   00000000     00000000 0.00                                        
50000331                                   00000000     00000000 0.00                                        
50000332                                   00000000     00000000 0.00                                        
50000333                                   00000000     00000000 0.00                                        
50000334                                   00000000     00000000 0.00                                        
50000335                                   00000000     00000000 0.00                                        
50000336                                   00000000     00000000 0.00                                        
50000337                                   00000000     00000000 0.00                                        
50000338                                   00000000     00000000 0.00                                        
50000339                                   00000000     00000000 0.00                                        
50000340                                   00000000     00000000 0.00                                        
50000341                                   00000000     00000000 0.00                                        
50000342                                   00000000     00000000 0.00                                        
50000343                                   00000000     00000000 0.00                                        
50000344                                   00000000     00000000 0.00                                        
50000345                                   00000000     00000000 0.00                                        
50000346                                   00000000     00000000 0.00                                        
50000347                                   00000000     00000000 0.00                                        
50000348                                   00000000     00000000 0.00                                        
50000349                                   00000000     00000000 0.00                                        
50000350                                   00000000     00000000 0.00                                        
50000351                                   00000000     00000000 0.00                                        
50000352                                   00000000     00000000 0.00                                        
50000353                                   00000000     00000000 0.00                                        
50000354                                   00000000     00000000 0.00                                        
50000355                                   00000000     00000000 0.00                                        
50000356                                   00000000     00000000 0.00                                        
50000357                                   00000000     00000000 0.00                                        
50000358                                   00000000     00000000 0.00                                        
50000359                                   00000000     00000000 0.00                                        
50000360                                   00000000     00000000 0.00                                        
50000361                                   00000000     00000000 0.00                                        
50000362                                   00000000     00000000 0.00                                        
50000363                                   00000000     00000000 0.00                                        
50000364                                   00000000     00000000 0.00                                        
50000365                                   00000000     00000000 0.00                                        
50000366                                   00000000     00000000 0.00                                        
50000367                                   00000000     00000000 0.00                                        
50000368                                   00000000     00000000 0.00                                        
50000369                                   00000000     00000000 0.00                                        
50000370                                   00000000     00000000 0.00                                        
50000371                                   00000000     00000000 0.00                                        
50000372                                   00000000     00000000 0.00                                        
50000373                                   00000000     00000000 0.00                                        
50000374                                   00000000     00000000 0.00                                        
50000375                                   00000000     00000000 0.00                                        
50000376                                   00000000     00000000 0.00                                        
50000377                                   00000000     00000000 0.00                                        
50000378                                   00000000     00000000 0.00                                        
50000379                                   00000000     00000000 0.00                                        
50000380                                   00000000     00000000 0.00                                        
50000381                                   00000000     00000000 0.00                                        
50000382                                   00000000     00000000 0.00                                        
50000383                                   00000000     00000000 0.00                                        
50000384                                   00000000     00000000 0.00                                        
50000385                                   00000000     00000000 0.00                                        
50000386                                   00000000     00000000 0.00                                        
50000387                                   00000000     00000000 0.00                                        
50000388                                   00000000     00000000 0.00                                        
50000389                                   00000000     00000000 0.00                                        
50000390                                   00000000     00000000 0.00                                        
50000391                                   00000000     00000000 0.00                                        
50000392                                   00000000     00000000 0.00                                        
50000393                                   00000000     00000000 0.00                                        
50000394                                   00000000     00000000 0.00                                        
50000395                                   00000000     00000000 0.00                                        
50000396                                   00000000     00000000 0.00                                        
50000397                                   00000000     00000000 0.00                                        
50000398                                   00000000     00000000 0.00                                        
50000399                                   00000000     00000000 0.00                                        
50000400                                   00000000     00000000 0.00                                        
50000401                                   00000000     00000000 0.00                                        
50000402                                   00000000     00000000 0.00                                        
50000403                                   00000000     00000000 0.00                                        
50000404                                   00000000     00000000 0.00                                        
50000405                                   00000000     00000000 0.00                                        
50000406                                   00000000     00000000 0.00                                        
50000407                                   00000000     00000000 0.00                                        
50000408                                   00000000     00000000 0.00                                        
50000409                                   00000000     00000000 0.00                                        
50000410                                   00000000     00000000 0.00                                        
50000411                                   00000000     00000000 0.00                                        
50000412                                   00000000     00000000 0.00                                        
